lon lat depth
122.205126 29.912495 23.20
122.201510 29.914682 26.90
122.194201 29.921258 29.30
122.100128 29.906468 20.50
122.038512 29.900377 23.60
122.035645 29.903704 23.90
122.038702 29.895190 23.20
122.042172 29.896833 31.00
122.049393 29.891896 31.00
122.042230 29.892429 22.10
122.045852 29.890211 21.30
122.063550 29.890200 23.40
122.071235 29.892277 26.50
122.078660 29.893972 20.90
122.085797 29.896316 27.80
122.096375 29.902306 21.20
122.103612 29.904066 23.00
122.107340 29.905809 24.80
122.059014 29.938635 20.80
122.075796 29.941903 26.10
122.078121 29.938048 20.80
122.085356 29.938504 30.30
122.096676 29.945601 25.60
122.094337 29.948296 21.10
122.112395 29.948094 30.60
122.112200 29.949919 20.70
122.107228 29.953283 24.40
122.101416 29.953018 26.30
122.098882 29.956885 27.10
122.092534 29.957761 28.80
122.098224 29.961930 27.80
122.091620 29.962578 23.90
122.085942 29.963840 29.60
122.107277 29.956578 28.20
122.120741 29.954853 29.50
122.123897 29.954906 29.80
122.117074 29.955745 20.50
122.114832 29.955161 30.10
122.112005 29.954493 24.10
122.123739 29.951776 23.70
122.127577 29.951813 28.90
122.133084 29.962493 25.60
122.136400 29.970719 21.80
122.134532 29.970719 29.90
122.145826 29.968472 30.00
122.153748 29.968527 26.20
122.157646 29.970737 27.30
122.162092 29.967405 21.70
122.165285 29.961194 21.60
122.168919 29.939340 29.30
122.172290 29.937090 27.00
122.118634 29.949067 23.50
122.130269 29.948571 29.70
122.125141 29.944508 22.20
122.161406 29.942122 26.10
122.150533 29.946655 27.90
122.157771 29.945635 27.60
122.161338 29.947919 23.20
122.190554 29.924689 30.20
122.190475 29.929225 21.50
122.186750 29.931453 22.00
122.183134 29.933925 24.60
122.179571 29.936284 23.20
122.201362 29.918014 21.30
122.205139 29.908003 29.60
122.136543 29.894636 24.20
122.133045 29.876207 28.90
122.133288 29.871807 31.00
122.129030 29.871551 20.30
122.169297 29.878184 30.30
122.171065 29.875567 28.70
122.212225 29.892030 29.80
122.215770 29.890781 27.80
122.216076 29.895143 23.80
122.213072 29.901549 21.30
122.211154 29.898434 30.00
122.208698 29.904069 26.70
122.238275 29.857326 21.70
122.234438 29.856738 20.50
122.223710 29.851525 28.10
122.221099 29.863504 29.70
122.215523 29.864748 31.00
122.188082 29.858055 28.50
122.186759 29.862641 21.70
122.182835 29.857109 22.10
122.176602 29.863226 23.80
122.180220 29.864974 26.60
122.180133 29.860579 27.10
122.172839 29.863973 24.30
122.188328 29.864100 25.20
122.186293 29.867063 25.90
122.181600 29.858958 31.00
122.172926 29.860035 27.70
122.169410 29.862124 25.80
122.165747 29.855126 29.60
122.173064 29.856970 27.40
122.171036 29.854152 24.60
122.178368 29.856983 24.40
122.174606 29.852205 25.00
122.147641 29.850614 30.30
122.143951 29.851871 25.30
122.176542 29.871648 30.10
122.182367 29.868323 28.90
122.176568 29.867219 26.90
122.172920 29.869740 22.90
122.180421 29.871994 28.50
122.179384 29.874025 29.60
122.214837 29.876903 28.00
122.219733 29.879731 31.00
122.223754 29.876633 29.50
122.223488 29.872192 30.00
122.217750 29.873852 26.30
122.234360 29.870362 22.30
122.230735 29.873862 25.30
122.234551 29.875991 22.60
122.223998 29.880773 20.40
122.219334 29.883554 21.30
122.216122 29.886414 25.00
122.259615 29.881404 21.50
122.129352 29.906066 26.30
122.121624 29.908356 27.70
122.114645 29.910704 21.50
122.041149 29.980643 26.80
122.049470 29.979629 27.40
122.060093 29.970695 24.70
122.063273 29.971728 26.00
122.070480 29.971090 23.20
122.079042 29.964995 25.80
122.064062 29.963836 29.50
